treatment,species,method,leaf_mass,time,VOC
DROUGHT,ARTCAL,Control ,0.0804,7.5,0
DROUGHT,ARTCAL,Control ,0.0804,10,0
DROUGHT,ARTCAL,Control ,0.0714,0,0
DROUGHT,ARTCAL,Control ,0.0714,1,0
DROUGHT,ARTCAL,Control ,0.0714,2.5,0
DROUGHT,ARTCAL,Control ,0.0714,5,0
DROUGHT,ARTCAL,Control ,0.0714,7.5,0
DROUGHT,ARTCAL,Control ,0.0714,10,0
DROUGHT,ARTCAL,Crushed ,0.0391,0,0
DROUGHT,ARTCAL,Crushed ,0.0391,1,0
DROUGHT,ARTCAL,Crushed ,0.0391,2.5,0
DROUGHT,ARTCAL,Crushed ,0.0391,5,0
DROUGHT,ARTCAL,Crushed ,0.0391,7.5,0
DROUGHT,ARTCAL,Crushed ,0.0391,10,0
DROUGHT,ARTCAL,Crushed ,0.0571,0,29520
DROUGHT,ARTCAL,Crushed ,0.0571,1,6704
DROUGHT,ARTCAL,Crushed ,0.0571,2.5,4144
DROUGHT,ARTCAL,Crushed ,0.0571,5,2126
DROUGHT,ARTCAL,Crushed ,0.0571,7.5,1372
DROUGHT,ARTCAL,Crushed ,0.0571,10,1094
DROUGHT,ARTCAL,Crushed ,0.0685,0,24530
DROUGHT,ARTCAL,Crushed ,0.0685,1,8368
DROUGHT,ARTCAL,Crushed ,0.0685,2.5,5521
DROUGHT,ARTCAL,Crushed ,0.0685,5,3376
DROUGHT,ARTCAL,Crushed ,0.0685,7.5,2417
DROUGHT,ARTCAL,Crushed ,0.0685,10,1849
DROUGHT,ARTCAL,Crushed ,0.0874,0,11920
DROUGHT,ARTCAL,Crushed ,0.0874,1,67920
DROUGHT,ARTCAL,Crushed ,0.0874,2.5,38520
DROUGHT,ARTCAL,Crushed ,0.0874,5,16420
DROUGHT,ARTCAL,Crushed ,0.0874,7.5,9559
DROUGHT,ARTCAL,Crushed ,0.0874,10,7182
DROUGHT,ARTCAL,Crushed ,0.0558,0,78810
DROUGHT,ARTCAL,Crushed ,0.0558,1,38810
DROUGHT,ARTCAL,Crushed ,0.0558,2.5,20010
DROUGHT,ARTCAL,Crushed ,0.0558,5,16740
DROUGHT,ARTCAL,Crushed ,0.0558,7.5,8181
DROUGHT,ARTCAL,Crushed ,0.0558,10,5777
DROUGHT,HETARB,Control ,0.3729,0,0
DROUGHT,HETARB,Control ,0.3729,1,0
DROUGHT,HETARB,Control ,0.3729,2.5,0
DROUGHT,HETARB,Control ,0.3729,5,0
DROUGHT,HETARB,Control ,0.3729,7.5,0
DROUGHT,HETARB,Control ,0.3729,10,0
DROUGHT,HETARB,Control ,0.2927,0,0
DROUGHT,HETARB,Control ,0.2927,1,0
DROUGHT,HETARB,Control ,0.2927,2.5,0
DROUGHT,HETARB,Control ,0.2927,5,0
DROUGHT,HETARB,Control ,0.2927,7.5,0
DROUGHT,HETARB,Control ,0.2927,10,0
DROUGHT,HETARB,Control ,0.6262,0,0
DROUGHT,HETARB,Control ,0.6262,1,0
DROUGHT,HETARB,Control ,0.6262,2.5,0
DROUGHT,HETARB,Control ,0.6262,5,0
DROUGHT,HETARB,Control ,0.6262,7.5,0
DROUGHT,HETARB,Control ,0.6262,10,0
DROUGHT,HETARB,Control ,0.4803,0,0
DROUGHT,HETARB,Control ,0.4803,1,0
DROUGHT,HETARB,Control ,0.4803,2.5,0
DROUGHT,HETARB,Control ,0.4803,5,0
DROUGHT,HETARB,Control ,0.4803,7.5,0
DROUGHT,HETARB,Control ,0.4803,10,0
DROUGHT,HETARB,Control ,0.3122,0,0
DROUGHT,HETARB,Control ,0.3122,1,0
DROUGHT,HETARB,Control ,0.3122,2.5,0
DROUGHT,HETARB,Control ,0.3122,5,0
DROUGHT,HETARB,Control ,0.3122,7.5,0
DROUGHT,HETARB,Control ,0.3122,10,0
DROUGHT,HETARB,Crushed ,0.3998,0,0
DROUGHT,HETARB,Crushed ,0.3998,1,0
DROUGHT,HETARB,Crushed ,0.3998,2.5,0
DROUGHT,HETARB,Crushed ,0.3998,5,0
DROUGHT,HETARB,Crushed ,0.3998,7.5,0
DROUGHT,HETARB,Crushed ,0.3998,10,0
DROUGHT,HETARB,Crushed ,0.2169,0,38
DROUGHT,HETARB,Crushed ,0.2169,1,113
DROUGHT,HETARB,Crushed ,0.2169,2.5,154
DROUGHT,HETARB,Crushed ,0.2169,5,128
DROUGHT,HETARB,Crushed ,0.2169,7.5,82
DROUGHT,HETARB,Crushed ,0.2169,10,39
DROUGHT,HETARB,Crushed ,0.3961,0,0
DROUGHT,HETARB,Crushed ,0.3961,1,0
DROUGHT,HETARB,Crushed ,0.3961,2.5,0
DROUGHT,HETARB,Crushed ,0.3961,5,0
DROUGHT,HETARB,Crushed ,0.3961,7.5,0
DROUGHT,HETARB,Crushed ,0.3961,10,0
DROUGHT,HETARB,Crushed ,0.4149,0,252
DROUGHT,HETARB,Crushed ,0.4149,1,770
DROUGHT,HETARB,Crushed ,0.4149,2.5,682
DROUGHT,HETARB,Crushed ,0.4149,5,428
DROUGHT,HETARB,Crushed ,0.4149,7.5,238
DROUGHT,HETARB,Crushed ,0.4149,10,59
DROUGHT,HETARB,Crushed ,0.1608,0,0
DROUGHT,HETARB,Crushed ,0.1608,1,0
DROUGHT,HETARB,Crushed ,0.1608,2.5,0
DROUGHT,HETARB,Crushed ,0.1608,5,0
DROUGHT,HETARB,Crushed ,0.1608,7.5,0
DROUGHT,HETARB,Crushed ,0.1608,10,0
DROUGHT,MALLAU,Control ,0.1568,0,0
DROUGHT,MALLAU,Control ,0.1568,1,0
DROUGHT,MALLAU,Control ,0.1568,2.5,0
DROUGHT,MALLAU,Control ,0.1568,5,0
DROUGHT,MALLAU,Control ,0.1568,7.5,0
DROUGHT,MALLAU,Control ,0.1568,10,0
DROUGHT,MALLAU,Control ,0.3381,0,8063
DROUGHT,MALLAU,Control ,0.3381,1,8830
DROUGHT,MALLAU,Control ,0.3381,2.5,11430
DROUGHT,MALLAU,Control ,0.3381,5,8122
DROUGHT,MALLAU,Control ,0.3381,7.5,5221
DROUGHT,MALLAU,Control ,0.3381,10,3352
DROUGHT,MALLAU,Control ,0.9068,0,4154
DROUGHT,MALLAU,Control ,0.9068,1,25170
DROUGHT,MALLAU,Control ,0.9068,2.5,28790
DROUGHT,MALLAU,Control ,0.9068,5,21170
DROUGHT,MALLAU,Control ,0.9068,7.5,11420
DROUGHT,MALLAU,Control ,0.9068,10,8132
DROUGHT,MALLAU,Control ,0.3111,0,2421
DROUGHT,MALLAU,Control ,0.3111,1,12790
DROUGHT,MALLAU,Control ,0.3111,2.5,5785
DROUGHT,MALLAU,Control ,0.3111,5,997
DROUGHT,MALLAU,Control ,0.3111,7.5,221
DROUGHT,MALLAU,Control ,0.3111,10,34
DROUGHT,MALLAU,Control ,0.2313,0,0
DROUGHT,MALLAU,Control ,0.2313,1,0
DROUGHT,MALLAU,Control ,0.2313,2.5,0
DROUGHT,MALLAU,Control ,0.2313,5,0
DROUGHT,MALLAU,Control ,0.2313,7.5,0
DROUGHT,MALLAU,Control ,0.2313,10,0
DROUGHT,MALLAU,Crushed ,0.4184,0,29070
DROUGHT,MALLAU,Crushed ,0.4184,1,25220
DROUGHT,MALLAU,Crushed ,0.4184,2.5,12250
DROUGHT,MALLAU,Crushed ,0.4184,5,5246
DROUGHT,MALLAU,Crushed ,0.4184,7.5,3243
DROUGHT,MALLAU,Crushed ,0.4184,10,2316
DROUGHT,MALLAU,Crushed ,0.2833,0,60080
DROUGHT,MALLAU,Crushed ,0.2833,1,18060
DROUGHT,MALLAU,Crushed ,0.2833,2.5,8939
DROUGHT,MALLAU,Crushed ,0.2833,5,7867
DROUGHT,MALLAU,Crushed ,0.2833,7.5,4536
DROUGHT,MALLAU,Crushed ,0.2833,10,3491
DROUGHT,MALLAU,Crushed ,1.2388,0,111900
DROUGHT,MALLAU,Crushed ,1.2388,1,47920
DROUGHT,MALLAU,Crushed ,1.2388,2.5,28010
DROUGHT,MALLAU,Crushed ,1.2388,5,21560
DROUGHT,MALLAU,Crushed ,1.2388,7.5,15910
DROUGHT,MALLAU,Crushed ,1.2388,10,11700
DROUGHT,MALLAU,Crushed ,0.1234,0,50090
DROUGHT,MALLAU,Crushed ,0.1234,1,79740
DROUGHT,MALLAU,Crushed ,0.1234,2.5,21930
DROUGHT,MALLAU,Crushed ,0.1234,5,9306
DROUGHT,MALLAU,Crushed ,0.1234,7.5,4308
DROUGHT,MALLAU,Crushed ,0.1234,10,2791
DROUGHT,MALLAU,Crushed ,0.4319,0,85890
DROUGHT,MALLAU,Crushed ,0.4319,1,40640
DROUGHT,MALLAU,Crushed ,0.4319,2.5,16970
DROUGHT,MALLAU,Crushed ,0.4319,5,10330
DROUGHT,MALLAU,Crushed ,0.4319,7.5,5293
DROUGHT,MALLAU,Crushed ,0.4319,10,3427
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,0,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,1,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,2.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,7.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0797,10,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,0,127
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,1,282
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,2.5,25
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,7.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0623,10,0
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,0,184
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,1,317
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,2.5,279
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,5,171
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,7.5,91
DROUGHT,Arctostaphylos densifolia,Control ,0.0668,10,37
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,0,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,1,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,2.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,7.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1164,10,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,0,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,1,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,2.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,7.5,0
DROUGHT,Arctostaphylos densifolia,Control ,0.1468,10,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,0,60
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,1,99
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,2.5,130
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,5,71
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,7.5,9
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0782,10,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,0,718
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,1,393
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,2.5,136
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,5,42
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,7.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0955,10,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,0,83
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,1,41
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,2.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,7.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0811,10,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,0,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,1,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,2.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,7.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0684,10,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,0,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,1,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,2.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,7.5,0
DROUGHT,Arctostaphylos densifolia,Crushed ,0.0391,10,0
DROUGHT,ERIKAR,Control ,0.1022,0,0
DROUGHT,ERIKAR,Control ,0.1022,1,0
DROUGHT,ERIKAR,Control ,0.1022,2.5,0
DROUGHT,ERIKAR,Control ,0.1022,5,0
DROUGHT,ERIKAR,Control ,0.1022,7.5,0
DROUGHT,ERIKAR,Control ,0.1022,10,0
DROUGHT,ERIKAR,Control ,0.0727,0,0
DROUGHT,ERIKAR,Control ,0.0727,1,0
DROUGHT,ERIKAR,Control ,0.0727,2.5,0
DROUGHT,ERIKAR,Control ,0.0727,5,0
DROUGHT,ERIKAR,Control ,0.0727,7.5,0
DROUGHT,ERIKAR,Control ,0.0727,10,0
DROUGHT,ERIKAR,Control ,0.0386,0,0
DROUGHT,ERIKAR,Control ,0.0386,1,0
DROUGHT,ERIKAR,Control ,0.0386,2.5,0
DROUGHT,ERIKAR,Control ,0.0386,5,0
DROUGHT,ERIKAR,Control ,0.0386,7.5,0
DROUGHT,ERIKAR,Control ,0.0386,10,0
DROUGHT,ERIKAR,Control ,0.0951,0,0
DROUGHT,ERIKAR,Control ,0.0951,1,0
DROUGHT,ERIKAR,Control ,0.0951,2.5,0
DROUGHT,ERIKAR,Control ,0.0951,5,0
DROUGHT,ERIKAR,Control ,0.0951,7.5,0
DROUGHT,ERIKAR,Control ,0.0951,10,0
DROUGHT,ERIKAR,Control ,0.0368,0,0
DROUGHT,ERIKAR,Control ,0.0368,1,0
DROUGHT,ERIKAR,Control ,0.0368,2.5,0
DROUGHT,ERIKAR,Control ,0.0368,5,0
DROUGHT,ERIKAR,Control ,0.0368,7.5,0
DROUGHT,ERIKAR,Control ,0.0368,10,0
DROUGHT,ERIKAR,Crushed ,0.0951,0,1379
DROUGHT,ERIKAR,Crushed ,0.0951,1,1329
DROUGHT,ERIKAR,Crushed ,0.0951,2.5,1094
DROUGHT,ERIKAR,Crushed ,0.0951,5,1047
DROUGHT,ERIKAR,Crushed ,0.0951,7.5,984
DROUGHT,ERIKAR,Crushed ,0.0951,10,915
DROUGHT,ERIKAR,Crushed ,0.0631,0,1226
DROUGHT,ERIKAR,Crushed ,0.0631,1,577
DROUGHT,ERIKAR,Crushed ,0.0631,2.5,514
DROUGHT,ERIKAR,Crushed ,0.0631,5,493
DROUGHT,ERIKAR,Crushed ,0.0631,7.5,421
DROUGHT,ERIKAR,Crushed ,0.0631,10,358
DROUGHT,ERIKAR,Crushed ,0.0227,0,254
DROUGHT,ERIKAR,Crushed ,0.0227,1,251
DROUGHT,ERIKAR,Crushed ,0.0227,2.5,191
DROUGHT,ERIKAR,Crushed ,0.0227,5,115
DROUGHT,ERIKAR,Crushed ,0.0227,7.5,36
DROUGHT,ERIKAR,Crushed ,0.0227,10,5
DROUGHT,ERIKAR,Crushed ,0.0308,0,5086
DROUGHT,ERIKAR,Crushed ,0.0308,1,1468
DROUGHT,ERIKAR,Crushed ,0.0308,2.5,1562
DROUGHT,ERIKAR,Crushed ,0.0308,5,2031
DROUGHT,ERIKAR,Crushed ,0.0308,7.5,1671
DROUGHT,ERIKAR,Crushed ,0.0308,10,1481
DROUGHT,ERIKAR,Crushed ,0.0444,0,2603
DROUGHT,ERIKAR,Crushed ,0.0444,1,3182
DROUGHT,ERIKAR,Crushed ,0.0444,2.5,2302
DROUGHT,ERIKAR,Crushed ,0.0444,5,1691
DROUGHT,ERIKAR,Crushed ,0.0444,7.5,1395
DROUGHT,ERIKAR,Crushed ,0.0444,10,1197
DROUGHT,IRIDOU,Control ,0.0423,0,0
DROUGHT,IRIDOU,Control ,0.0423,1,0
DROUGHT,IRIDOU,Control ,0.0423,2.5,0
DROUGHT,IRIDOU,Control ,0.0423,5,0
DROUGHT,IRIDOU,Control ,0.0423,7.5,0
DROUGHT,IRIDOU,Control ,0.0423,10,0
DROUGHT,IRIDOU,Control ,0.0313,0,0
DROUGHT,IRIDOU,Control ,0.0313,1,0
DROUGHT,IRIDOU,Control ,0.0313,2.5,0
DROUGHT,IRIDOU,Control ,0.0313,5,0
DROUGHT,IRIDOU,Control ,0.0313,7.5,0
DROUGHT,IRIDOU,Control ,0.0313,10,0
DROUGHT,IRIDOU,Control ,0.0373,0,0
DROUGHT,IRIDOU,Control ,0.0373,1,0
DROUGHT,IRIDOU,Control ,0.0373,2.5,0
DROUGHT,IRIDOU,Control ,0.0373,5,0
DROUGHT,IRIDOU,Control ,0.0373,7.5,0
DROUGHT,IRIDOU,Control ,0.0373,10,0
DROUGHT,IRIDOU,Control ,0.0262,0,0
DROUGHT,IRIDOU,Control ,0.0262,1,0
DROUGHT,IRIDOU,Control ,0.0262,2.5,0
DROUGHT,IRIDOU,Control ,0.0262,5,0
DROUGHT,IRIDOU,Control ,0.0262,7.5,0
DROUGHT,IRIDOU,Control ,0.0262,10,0
DROUGHT,IRIDOU,Control ,0.0137,0,0
DROUGHT,IRIDOU,Control ,0.0137,1,0
DROUGHT,IRIDOU,Control ,0.0137,2.5,0
DROUGHT,IRIDOU,Control ,0.0137,5,0
DROUGHT,IRIDOU,Control ,0.0137,7.5,0
DROUGHT,IRIDOU,Control ,0.0137,10,0
DROUGHT,IRIDOU,Crushed ,0.0339,0,216
DROUGHT,IRIDOU,Crushed ,0.0339,1,911
DROUGHT,IRIDOU,Crushed ,0.0339,2.5,1278
DROUGHT,IRIDOU,Crushed ,0.0339,5,837
DROUGHT,IRIDOU,Crushed ,0.0339,7.5,495
DROUGHT,IRIDOU,Crushed ,0.0339,10,373
DROUGHT,IRIDOU,Crushed ,0.0421,0,0
DROUGHT,IRIDOU,Crushed ,0.0421,1,0
DROUGHT,IRIDOU,Crushed ,0.0421,2.5,0
DROUGHT,IRIDOU,Crushed ,0.0421,5,0
DROUGHT,IRIDOU,Crushed ,0.0421,7.5,0
DROUGHT,IRIDOU,Crushed ,0.0421,10,0
DROUGHT,IRIDOU,Crushed ,0.0326,0,176
DROUGHT,IRIDOU,Crushed ,0.0326,1,385
DROUGHT,IRIDOU,Crushed ,0.0326,2.5,42
DROUGHT,IRIDOU,Crushed ,0.0326,5,0
DROUGHT,IRIDOU,Crushed ,0.0326,7.5,0
DROUGHT,IRIDOU,Crushed ,0.0326,10,0
DROUGHT,IRIDOU,Crushed ,0.0515,0,0
DROUGHT,IRIDOU,Crushed ,0.0515,1,302
DROUGHT,IRIDOU,Crushed ,0.0515,2.5,265
DROUGHT,IRIDOU,Crushed ,0.0515,5,74
DROUGHT,IRIDOU,Crushed ,0.0515,7.5,0
DROUGHT,IRIDOU,Crushed ,0.0515,10,0
DROUGHT,IRIDOU,Crushed ,0.0721,0,0
DROUGHT,IRIDOU,Crushed ,0.0721,1,0
DROUGHT,IRIDOU,Crushed ,0.0721,2.5,0
DROUGHT,IRIDOU,Crushed ,0.0721,5,0
DROUGHT,IRIDOU,Crushed ,0.0721,7.5,0
DROUGHT,IRIDOU,Crushed ,0.0721,10,0